disease,pain,respiratory,fever,digestive,urinary,skin,neurological,vision,energy,mental,joint_muscle,appetite_weight,other
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,abdominal_pain,,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,loss_of_appetite,,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,swelling_of_stomach,,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,vomiting,,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation",high_fever,,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,malaise,,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation",chills,,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,fatigue,,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,malaise,,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,fatigue,,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),pain_in_anal_region,,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,irritation_in_anus
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,bloody_stool
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,,,,,,,,,,
Heart attack,chest_pain,,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,,vomiting,,,,,,,,,
Heart attack,,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,,,,,,,,,,
Heart attack,chest_pain,,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,swollen_blood_vessels,swollen_legs"
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,lethargy,"depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,lethargy,"depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,fatigue,"depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hypothyroidism,,,,,,,dizziness,,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,excessive_hunger,"irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,abnormal_menstruation
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,fatigue,"irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,palpitations
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,nausea,,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,excessive_hunger,"anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue",irritability,,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,vomiting,,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,nausea,,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,vomiting,,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,unsteadiness,,,,spinning_movements,,
